"objid","baumnummer","geometry"
"200258","WD-6524","POINT (2680788.5 1247752.5)"
"185489","WD-6520","POINT (2680775.8 1247786)"
"168605","WD-5409","POINT (2680792 1247932)"
"177563","WD-6528","POINT (2680795.8 1247740.2)"
"148427","WD-5414","POINT (2680804 1247923.4)"
"148193","WD-6516","POINT (2680803.2 1247792.5)"
"152642","WD-7865","POINT (2680794.2 1247811.9)"
"151481","WD-6519","POINT (2680780.8 1247789.4)"
"148424","WD-5413","POINT (2680802.2 1247924.9)"
"140150","WD-6518","POINT (2680786 1247781.9)"
"182879","WD-6527","POINT (2680793.5 1247762.9)"
"168731","WD-5359","POINT (2680772 1247799.5)"
"148412","WD-5419","POINT (2680770.2 1247910.8)"
"147188","WD-5458","POINT (2680768.8 1247840.4)"
"68828","AR-1293","POINT (2679194 1247645.5)"
"213491","AR-1861","POINT (2679211.8 1247429.2)"
"41279","AR-1806","POINT (2679172.5 1247728.1)"
"214019","AR-1854","POINT (2679184.2 1247408.8)"
"214547","AR-277","POINT (2679162.2 1247381.6)"
"163904","AR-1743","POINT (2679302.2 1247448.6)"
"214016","AR-1855","POINT (2679182.5 1247409.8)"
"163898","AR-1047","POINT (2679261.2 1247581.8)"
"68846","AR-1300","POINT (2679254.2 1247611.5)"
"214031","AR-1848","POINT (2679211 1247374)"
"41282","AR-55","POINT (2679111.5 1247714)"
"215036","AR-264","POINT (2679303.8 1247257.8)"
"149006","AR-2548","POINT (2679246.5 1247577.8)"
"75080","AR-281","POINT (2679120.8 1247404.4)"
"149141","AR-1779","POINT (2679245.5 1247361.4)"
"163901","AR-1745","POINT (2679255.8 1247483.8)"
"149021","AR-2901","POINT (2679173.5 1247440.8)"
"234179","AR-73","POINT (2679103.2 1247698.6)"
"172523","AR-1987","POINT (2679203.5 1247530.1)"
"214517","AR-1046","POINT (2679252.5 1247585.6)"
"68711","AR-1286","POINT (2679174.2 1247707.6)"
"148877","AR-1746","POINT (2679275.2 1247463.6)"
"221138","AR-3062","POINT (2679182.5 1247519.4)"
"171512","AR-1778","POINT (2679237.2 1247351.4)"
"173984","AR-1993","POINT (2679300 1247515.2)"
"214013","AR-1995","POINT (2679343.8 1247526.1)"
"168851","AR-1782","POINT (2679270.8 1247391.1)"
"168866","AR-1048","POINT (2679266.2 1247590.5)"
"17960","AR-1272","POINT (2679296.5 1247752)"
"214535","AR-1846","POINT (2679216.5 1247360.5)"
"45635","AR-90","POINT (2679309.2 1247728.4)"
"41159","AR-1249","POINT (2679314 1247764.6)"
"57041","AR-4184","POINT (2679281 1247284.2)"
"55091","AR-4199","POINT (2679219.5 1247747.5)"
"214526","AR-3052","POINT (2679224.5 1247354.5)"
"68855","AR-1303","POINT (2679285.2 1247601.8)"
"148892","AR-1042","POINT (2679188.2 1247512.2)"
"68858","AR-1304","POINT (2679294.5 1247595.4)"
"163913","AR-2900","POINT (2679244 1247397.1)"
"75071","AR-284","POINT (2679093.5 1247419.1)"
"149027","AR-3058","POINT (2679271 1247409.2)"
"24182","AR-68","POINT (2679154 1247710.4)"
"148880","AR-1311","POINT (2679269 1247470.2)"
"68834","AR-1295","POINT (2679208.5 1247629.2)"
"68837","AR-1296","POINT (2679217 1247623.4)"
"75074","AR-283","POINT (2679102.5 1247414.6)"
"148871","AR-2571","POINT (2679313.5 1247461.6)"
"68717","AR-1289","POINT (2679180 1247682.8)"
"57047","AR-4186","POINT (2679310.8 1247249.8)"
"221141","AR-3061","POINT (2679178.2 1247514.4)"
"174131","AR-3056","POINT (2679319 1247506.8)"
"75200","AR-266","POINT (2679274.5 1247291.6)"
"214004","AR-2902","POINT (2679180.2 1247425)"
"214514","AR-1756","POINT (2679294.8 1247559)"
"47693","AR-3868","POINT (2679342 1247212.8)"
"59048","AR-3066","POINT (2679084.8 1247423.8)"
"149024","AR-2196","POINT (2679236.8 1247369.8)"
"75191","AR-270","POINT (2679247.5 1247318)"
"168857","AR-1784","POINT (2679287.5 1247412.8)"
"168965","AR-3882","POINT (2679262 1247593)"
"21881","AR-1263","POINT (2679235.2 1247748.1)"
"213515","AR-1740","POINT (2679322.2 1247485)"
"68831","AR-1294","POINT (2679201 1247636.5)"
"55394","AR-4195","POINT (2679330 1247723.2)"
"221150","AR-1859","POINT (2679186.5 1247455.4)"
"214553","AR-2854","POINT (2679199 1247357.4)"
"213485","AR-1754","POINT (2679196.2 1247460.1)"
"168863","AR-1720","POINT (2679288.2 1247450)"
"149018","AR-2888","POINT (2679147 1247406.1)"
"21875","AR-1805","POINT (2679137.2 1247720)"
"41288","AR-53","POINT (2679093 1247709.8)"
"214010","AR-1015","POINT (2679151.8 1247415.5)"
"221375","AR-1748","POINT (2679282.5 1247428.1)"
"75194","AR-268","POINT (2679260.2 1247306.4)"
"164024","AR-275","POINT (2679176.5 1247372.1)"
"164030","AR-783","POINT (2679138.8 1247397.9)"
"40205","AR-2853","POINT (2679348 1247206)"
"230042","AR-1750","POINT (2679269.5 1247413.2)"
"214532","AR-1856","POINT (2679224 1247363.2)"
"213494","AR-1753","POINT (2679226 1247414.8)"
"24179","AR-71","POINT (2679124.5 1247703.6)"
"214541","AR-287","POINT (2679066.8 1247432.5)"
"230039","AR-1751","POINT (2679263.8 1247406.2)"
"148865","AR-3055","POINT (2679340.2 1247495.4)"
"213506","AR-1313","POINT (2679249.5 1247490.5)"
"181346","AR-1114","POINT (2679206.5 1247352.4)"
"40214","AR-1142","POINT (2679082.8 1247707.5)"
"149012","AR-2223","POINT (2679257.2 1247585.2)"
"213500","AR-1997","POINT (2679215.8 1247487.2)"
"213497","AR-1852","POINT (2679191.8 1247432.2)"
"214556","AR-3050","POINT (2679214.2 1247347.4)"
"181349","AR-1858","POINT (2679187.5 1247444.9)"
"164021","AR-1112","POINT (2679191.5 1247362.1)"
"148868","AR-2108","POINT (2679324.8 1247534.9)"
"221129","AR-1991","POINT (2679255.2 1247557.5)"
"213503","AR-1306","POINT (2679236.5 1247503.8)"
"68708","AR-386","POINT (2679341.5 1247720.9)"
"221132","AR-1990","POINT (2679249 1247549.8)"
"31142","AR-1251","POINT (2679331.8 1247546.8)"
"224744","AR-278","POINT (2679153.2 1247387.4)"
"221147","AR-1917","POINT (2679180 1247462)"
"213509","AR-1747","POINT (2679288.5 1247435.9)"
"68843","AR-1299","POINT (2679245.8 1247613.9)"
"173981","AR-1994","POINT (2679337.5 1247533.5)"
"59168","AR-60","POINT (2679160.5 1247725.4)"
"214550","AR-1198","POINT (2679184 1247367)"
"68723","AR-1291","POINT (2679184.8 1247664.2)"
"214520","AR-1739","POINT (2679235.2 1247568.9)"
"148886","AR-1309","POINT (2679243 1247497)"
"68825","AR-1292","POINT (2679188.8 1247654.8)"
"41327","AR-64","POINT (2679213.8 1247724)"
"75206","AR-788","POINT (2679324 1247234.2)"
"41291","AR-72","POINT (2679115.5 1247701.6)"
"45632","AR-89","POINT (2679299 1247732.2)"
"163907","AR-2181","POINT (2679270 1247381.6)"
"234176","AR-2551","POINT (2679083.2 1247549.4)"
"221378","AR-1741","POINT (2679327.8 1247485.6)"
"230045","AR-1749","POINT (2679276.2 1247421)"
"168854","AR-1783","POINT (2679279.2 1247402.4)"
"68849","AR-1301","POINT (2679262.8 1247609)"
"41273","AR-1807","POINT (2679193.8 1247733.6)"
"21878","AR-2204","POINT (2679147.5 1247722.5)"
"75203","AR-262","POINT (2679317 1247242)"
"214007","AR-1014","POINT (2679165.2 1247424.1)"
"45638","AR-91","POINT (2679319.8 1247725.4)"
"75188","AR-271","POINT (2679240.5 1247323.6)"
"75182","AR-1111","POINT (2679129.2 1247399.1)"
"148874","AR-2889","POINT (2679281.8 1247456.6)"
"48572","AR-359","POINT (2679339.2 1247539)"
"41276","AR-62","POINT (2679183.2 1247730.8)"
"46400","AR-134","POINT (2679262.2 1247756.9)"
"39422","AR-3586","POINT (2679301.5 1247587.8)"
"164027","AR-276","POINT (2679169.2 1247377)"
"148895","AR-2549","POINT (2679192.2 1247508)"
"148889","AR-3060","POINT (2679175 1247510.8)"
"214538","AR-1844","POINT (2679210 1247359.2)"
"230036","AR-1281","POINT (2679258 1247396)"
"149009","AR-2538","POINT (2679252 1247578.1)"
"68705","AR-387","POINT (2679352.8 1247721.9)"
"75209","AR-769","POINT (2679334 1247222.4)"
"214034","AR-1847","POINT (2679204.8 1247368.4)"
"49034","AR-2552","POINT (2679085 1247551.9)"
"149288","AR-1755","POINT (2679286.2 1247567.9)"
"42167","AR-88","POINT (2679261.5 1247729.2)"
"41348","AR-3587","POINT (2679316.8 1247562.2)"
"24281","AR-56","POINT (2679119.2 1247715.9)"
"181352","AR-1857","POINT (2679181.2 1247449.4)"
"213488","AR-1860","POINT (2679199 1247442.5)"
"24185","AR-133","POINT (2679274.8 1247762.1)"
"68720","AR-1290","POINT (2679182.2 1247673.6)"
"149003","AR-2109","POINT (2679245.5 1247568.9)"
"39425","AR-3588","POINT (2679324.2 1247554.6)"
"174125","AR-1845","POINT (2679215.8 1247356.5)"
"149015","AR-1850","POINT (2679213.5 1247378.9)"
"56822","AR-2149","POINT (2679212.2 1247764.1)"
"149030","AR-1781","POINT (2679262.2 1247382)"
"41324","AR-66","POINT (2679194.2 1247719.8)"
"163895","AR-3057","POINT (2679311.8 1247520.1)"
"238337","AR-1288","POINT (2679178 1247691.2)"
"182354","AR-2533","POINT (2679348 1247512.9)"
"214529","AR-3051","POINT (2679224.5 1247352.1)"
"31136","AR-357","POINT (2679355 1247522.9)"
"31139","AR-358","POINT (2679347.2 1247530.8)"
"224732","AR-1744","POINT (2679297 1247446.6)"
"221144","AR-1918","POINT (2679174 1247468.8)"
"35345","AR-820","POINT (2679306.2 1247758.8)"
"213512","AR-1752","POINT (2679239.2 1247403.5)"
"35336","AR-74","POINT (2679095.5 1247697)"
"17954","AR-1298","POINT (2679237.2 1247616.4)"
"68714","AR-1287","POINT (2679176.2 1247699.4)"
"221135","AR-1989","POINT (2679232 1247536.9)"
"214022","AR-1853","POINT (2679181.2 1247407.4)"
"35342","AR-51","POINT (2679072.5 1247705.9)"
"75185","AR-272","POINT (2679226 1247335)"
"74141","AR-65","POINT (2679204 1247722)"
"75068","AR-286","POINT (2679075.5 1247428.1)"
"174128","AR-1849","POINT (2679210.2 1247378.1)"
"57044","AR-4185","POINT (2679254 1247312.2)"
"214025","AR-1842","POINT (2679203 1247393.6)"
"46394","AR-67","POINT (2679183.8 1247717.1)"
"214028","AR-1851","POINT (2679218.8 1247392.9)"
"41294","AR-69","POINT (2679144.5 1247708.4)"
"35339","AR-70","POINT (2679134.2 1247706)"
"214544","AR-279","POINT (2679146 1247392)"
"75197","AR-267","POINT (2679266.5 1247299.9)"
"41285","AR-54","POINT (2679102 1247711.9)"
"68852","AR-1302","POINT (2679274.2 1247604.8)"
"168860","AR-1785","POINT (2679295.8 1247423)"
"68840","AR-1297","POINT (2679226.5 1247619.5)"
"75077","AR-282","POINT (2679111.2 1247409.8)"
"148883","AR-1310","POINT (2679262.2 1247477.1)"
"163910","AR-1780","POINT (2679254 1247371.6)"
"43289","WD-12644","POINT (2680574 1247306.1)"
"69323","WD-1463","POINT (2680548.8 1247391.5)"
"44786","WD-1355","POINT (2680387.2 1247377.4)"
"62984","WD-13428","POINT (2680637 1247325.4)"
"74477","WD-10035","POINT (2680612.2 1247257.5)"
"69149","WD-1482","POINT (2680512.2 1247441)"
"74597","WD-3380","POINT (2680598.8 1247345)"
"197012","WD-10051","POINT (2680437.2 1247200.1)"
"238370","WD-3424","POINT (2680372.5 1247337.1)"
"197501","WD-4065","POINT (2680473.5 1247207.8)"
"26615","WD-1342","POINT (2680409.8 1247389.9)"
"67394","WD-1444","POINT (2680617.8 1247357.8)"
"44867","WD-1323","POINT (2680315.8 1247170.5)"
"238373","WD-4419","POINT (2680378.5 1247345.9)"
"53417","WD-9707","POINT (2680556 1247370.1)"
"67268","WD-1474","POINT (2680677.5 1247296.1)"
"26618","WD-1338","POINT (2680383.8 1247354.2)"
"238358","WD-7881","POINT (2680325.2 1247209.9)"
"197498","WD-4067","POINT (2680457.2 1247228.8)"
"165518","WD-4561","POINT (2680549.8 1247222.6)"
"67259","WD-1471","POINT (2680649.5 1247316.4)"
"43292","WD-12676","POINT (2680501.2 1247428.2)"
"62816","WD-13550","POINT (2680485.8 1247440.6)"
"197504","WD-4566","POINT (2680487 1247209.5)"
"197015","WD-10052","POINT (2680443.2 1247200.6)"
"198002","WD-4571","POINT (2680416.2 1247290.8)"
"229103","WD-10064","POINT (2680455.8 1247374.1)"
"44789","WD-1357","POINT (2680359.5 1247336.6)"
"223592","WD-10071","POINT (2680494.2 1247349.5)"
"184739","WD-4602","POINT (2680551.5 1247418.5)"
"67250","WD-1466","POINT (2680581.5 1247366)"
"238361","WD-4417","POINT (2680328 1247220)"
"62819","WD-13551","POINT (2680493.2 1247434.5)"
"62813","WD-13549","POINT (2680563.8 1247398.9)"
"43295","WD-12677","POINT (2680474.2 1247476.1)"
"26621","WD-1358","POINT (2680346.5 1247312.4)"
"74594","WD-3391","POINT (2680579 1247339)"
"152075","WD-10046","POINT (2680496 1247285.4)"
"39101","WD-10039","POINT (2680607.8 1247226.5)"
"238367","WD-4415","POINT (2680340.8 1247265.6)"
"67265","WD-1473","POINT (2680665.8 1247304.6)"
"67280","WD-1440","POINT (2680666.5 1247322.6)"
"229109","WD-10062","POINT (2680466.8 1247365.6)"
"223589","WD-10072","POINT (2680501.8 1247344)"
"197009","WD-4091","POINT (2680432 1247199.9)"
"196997","WD-10057","POINT (2680389.2 1247203.6)"
"144473","WD-4573","POINT (2680392.2 1247235.6)"
"26753","WD-4083","POINT (2680415.8 1247397.6)"
"139529","WD-4080","POINT (2680503.8 1247306)"
"69155","WD-1484","POINT (2680496 1247455.1)"
"223595","WD-10065","POINT (2680477.5 1247361.9)"
"26606","WD-1348","POINT (2680447.8 1247449.2)"
"67400","WD-1447","POINT (2680578.5 1247387.4)"
"223598","WD-10066","POINT (2680472 1247365.9)"
"28142","WD-6175","POINT (2680692.2 1247285.6)"
"165530","WD-10054","POINT (2680416.8 1247198.1)"
"43298","WD-12675","POINT (2680697.5 1247300.2)"
"67256","WD-1469","POINT (2680621.2 1247336.5)"
"223601","WD-10067","POINT (2680466.2 1247370.2)"
"139526","WD-8179","POINT (2680515.8 1247447)"
"197519","WD-4557","POINT (2680568.5 1247290.1)"
"26729","WD-1332","POINT (2680343 1247275.6)"
"26726","WD-1333","POINT (2680348.2 1247290)"
"74486","WD-3382","POINT (2680588.2 1247318.5)"
"144365","WD-10060","POINT (2680382 1247192.2)"
"27599","WD-3509","POINT (2680528.8 1247427.1)"
"69317","WD-1461","POINT (2680532.8 1247403.9)"
"67247","WD-1465","POINT (2680564.2 1247379.2)"
"229112","WD-10061","POINT (2680472.5 1247361.4)"
"196991","WD-4570","POINT (2680402.5 1247264.2)"
"39095","WD-3544","POINT (2680571.2 1247302.6)"
"196988","WD-4070","POINT (2680450 1247257)"
"39098","WD-4090","POINT (2680597 1247269.8)"
"69152","WD-1483","POINT (2680503.5 1247448.5)"
"196484","WD-3389","POINT (2680547.5 1247315.4)"
"139532","WD-8154","POINT (2680456.8 1247239.9)"
"26480","WD-1350","POINT (2680429.2 1247439.2)"
"28139","WD-2679","POINT (2680609.8 1247345)"
"197000","WD-10058","POINT (2680392.8 1247197)"
"184736","WD-10031","POINT (2680531.2 1247431.5)"
"152066","WD-10059","POINT (2680384.2 1247200)"
"62978","WD-13412","POINT (2680567.8 1247277.6)"
"67388","WD-1442","POINT (2680636.8 1247343.6)"
"40430","WD-4414","POINT (2680608.5 1247364.4)"
"144470","WD-4574","POINT (2680392.8 1247218.5)"
"152180","WD-10048","POINT (2680497.2 1247273.6)"
"26609","WD-1354","POINT (2680393 1247385.2)"
"74480","WD-4089","POINT (2680593.8 1247256)"
"163166","WD-10030","POINT (2680536.8 1247442.5)"
"39161","WD-3386","POINT (2680566.8 1247264.6)"
"69302","WD-1522","POINT (2680431.8 1247476.5)"
"44783","WD-1353","POINT (2680398.8 1247393.1)"
"67277","WD-1439","POINT (2680678.5 1247314.1)"
"67244","WD-1464","POINT (2680556.2 1247385.8)"
"43286","WD-12645","POINT (2680581.5 1247254)"
"67385","WD-1441","POINT (2680654 1247331.2)"
"165527","WD-10044","POINT (2680494 1247297.9)"
"197525","WD-4572","POINT (2680420.2 1247314.8)"
"67262","WD-1472","POINT (2680660 1247308.8)"
"196496","WD-4064","POINT (2680435 1247345.2)"
"197513","WD-3021","POINT (2680623.2 1247237)"
"144479","WD-3108","POINT (2680415.5 1247305.2)"
"74489","WD-3383","POINT (2680588.5 1247317.9)"
"165515","WD-4560","POINT (2680558.2 1247225.9)"
"152069","WD-10050","POINT (2680428.2 1247291.2)"
"196994","WD-4575","POINT (2680389.5 1247212.5)"
"184742","WD-4601","POINT (2680548 1247417.4)"
"152072","WD-10045","POINT (2680495.8 1247294.8)"
"197516","WD-3385","POINT (2680569.5 1247288.9)"
"74492","WD-3390","POINT (2680570.5 1247322.4)"
"144476","WD-3111","POINT (2680408.8 1247275.2)"
"229106","WD-10063","POINT (2680461.2 1247369.9)"
"198005","WD-4568","POINT (2680403.8 1247250.4)"
"26597","WD-1344","POINT (2680427 1247415)"
"26600","WD-1345","POINT (2680432.5 1247423.4)"
"69158","WD-1485","POINT (2680489.2 1247461.5)"
"197003","WD-10056","POINT (2680398.2 1247197.5)"
"26591","WD-1351","POINT (2680424.2 1247430.6)"
"69146","WD-1481","POINT (2680519.8 1247434.6)"
"165524","WD-4567","POINT (2680463.2 1247205.9)"
"152177","WD-10047","POINT (2680485.5 1247280.4)"
"69320","WD-1462","POINT (2680540.8 1247397.6)"
"40433","WD-6176","POINT (2680572.5 1247373)"
"69314","WD-1460","POINT (2680524.8 1247409.8)"
"53411","WD-9694","POINT (2680705 1247262.8)"
"28136","WD-2678","POINT (2680509.2 1247422.2)"
"196490","WD-4554","POINT (2680530 1247328.2)"
"197006","WD-10055","POINT (2680413 1247197.2)"
"74474","WD-10034","POINT (2680637.2 1247247.4)"
"196493","WD-4553","POINT (2680525 1247317.6)"
"39152","WD-10038","POINT (2680593 1247231)"
"223604","WD-10068","POINT (2680460.5 1247374.5)"
"197507","WD-4565","POINT (2680494 1247209.2)"
"197522","WD-3388","POINT (2680547.5 1247290.5)"
"197510","WD-4564","POINT (2680507.8 1247211.9)"
"40367","WD-3422","POINT (2680388.8 1247360.4)"
"229100","WD-10069","POINT (2680455 1247378.6)"
"39158","WD-3387","POINT (2680571 1247252.2)"
"67406","WD-1450","POINT (2680556.5 1247404.6)"
"163169","WD-10029","POINT (2680539.8 1247441.8)"
"69305","WD-1523","POINT (2680438.8 1247470.6)"
"26603","WD-1346","POINT (2680437.5 1247431.9)"
"62822","WD-7879","POINT (2680477.5 1247447)"
"39440","WD-10572","POINT (2680353 1247300.9)"
"196487","WD-4555","POINT (2680535.8 1247323.4)"
"43181","WD-12682","POINT (2680574.5 1247238.6)"
"223607","WD-10070","POINT (2680486.5 1247355.1)"
"238364","WD-10573","POINT (2680331.2 1247232.1)"
"69311","WD-1459","POINT (2680517 1247416)"
"163163","WD-4025","POINT (2680549.5 1247420.8)"
"67397","WD-1446","POINT (2680586 1247381.6)"
"196499","WD-4079","POINT (2680446.5 1247271.1)"
"220346","WD-3237","POINT (2680546.5 1247303.5)"
"26612","WD-1341","POINT (2680403.2 1247380.9)"
"26750","WD-1325","POINT (2680321 1247190.8)"
"74483","WD-4556","POINT (2680578.8 1247313.1)"
"62981","WD-13429","POINT (2680591.8 1247325.9)"
"194288","WD-1330","POINT (2680336 1247252.2)"
"69308","WD-1524","POINT (2680470.2 1247452.9)"
"26858","WD-1335","POINT (2680358.8 1247313.2)"
"69140","WD-1451","POINT (2680543 1247415.5)"
"142856","WD-10033","POINT (2680518.5 1247448.6)"
"39155","WD-10037","POINT (2680590.2 1247226.8)"
"67391","WD-1443","POINT (2680626.2 1247351.4)"
"69161","WD-3511","POINT (2680482.8 1247467.6)"
"43301","WD-12674","POINT (2680709.5 1247291.8)"
"44792","WD-1324","POINT (2680318 1247180.1)"
"39443","WD-10571","POINT (2680396.2 1247371)"
"194285","WD-1349","POINT (2680435.2 1247449.8)"
"165521","WD-4562","POINT (2680536.8 1247220.1)"
"67403","WD-1448","POINT (2680571 1247393.1)"
"142853","WD-10032","POINT (2680527.8 1247444)"
"69143","WD-1452","POINT (2680535.5 1247421.8)"
"223586","WD-10073","POINT (2680509.2 1247338.4)"
"197495","WD-4066","POINT (2680460 1247219.9)"
"197018","WD-10053","POINT (2680445.2 1247201.1)"
"67253","WD-1468","POINT (2680589 1247360.5)"
"229097","WD-10074","POINT (2680483.8 1247329.8)"
"37901","WD-10040","POINT (2680611.8 1247230.2)"
"26594","WD-1352","POINT (2680416.2 1247417.6)"
"237833","WD-7882","POINT (2680323 1247200.6)"
"39104","WD-10041","POINT (2680613 1247224)"
"152063","WD-4563","POINT (2680523.5 1247217.5)"
"71696","AL-3455","POINT (2678067.5 1249212.4)"
"221495","AL-2274","POINT (2678130.8 1249208.1)"
"203672","AL-2284","POINT (2678170.8 1249193.8)"
"95978","AL-3333","POINT (2678170 1249248.5)"
"222005","AL-2286","POINT (2678185.5 1249219.1)"
"203651","AL-3646","POINT (2678109.5 1249202.5)"
"18374","AL-5155","POINT (2678075.2 1249267.4)"
"222539","AL-2307","POINT (2678137.2 1249162.5)"
"222023","AL-2322","POINT (2678107 1249187.2)"
"226970","AL-2303","POINT (2678162.8 1249169.9)"
"139922","AL-4433","POINT (2678133.2 1249179)"
"183908","AL-2269","POINT (2678128.5 1249254.4)"
"222026","AL-2320","POINT (2678110.5 1249186)"
"18371","AL-5153","POINT (2678074 1249277.2)"
"57011","AL-9798","POINT (2678127.8 1249266.6)"
"222542","AL-2306","POINT (2678131 1249151.4)"
"147590","AL-7633","POINT (2678109 1249184.1)"
"158984","AL-2287","POINT (2678187.8 1249232.6)"
"14270","AL-2430","POINT (2678084.2 1249254.8)"
